Resultado da Query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emissão:30/10/2025 20:11:40,Total de registros:48,Usuário: 0 - SUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OWNER,TABLE_NAME,COLUMN_NAME,DATA_TYPE,DATA_TYPE_MOD,DATA_TYPE_OWNER,DATA_LENGTH,DATA_PRECISION,DATA_SCALE,NULLABLE,COLUMN_ID,DEFAULT_LENGTH,DATA_DEFAULT,NUM_DISTINCT,LOW_VALUE,HIGH_VALUE,DENSITY,NUM_NULLS,NUM_BUCKETS,LAST_ANALYZED,SAMPLE_SIZE,CHARACTER_SET_NAME,CHAR_COL_DECL_LENGTH,GLOBAL_STATS,USER_STATS,AVG_COL_LEN,CHAR_LENGTH,CHAR_USED,V80_FMT_IMAGE,DATA_UPGRADED,HISTOGRAM,DEFAULT_ON_NULL,IDENTITY_COLUMN,EVALUATION_EDITION,UNUSABLE_BEFORE,UNUSABLE_BEGINNING,COLLATION
SATISTST,TPROEST,CODLOCALDESTPERDA,NUMBER,,,"22,00","10,00","0,00",N,31,"2,00",0,"1,00",80,80,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TPROEST,CONSUMIRESTOQUE,VARCHAR2,,,"20,00",,,Y,32,"3,00",'T',"3,00",4345,54,"0,01","0,00","3,00",30/10/2025 05:30,"44,00",CHAR_CS,20,YES,NO,"3,00","20,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,DESCRICAO,VARCHAR2,,,"100,00",,,Y,33,,,"3,00",4E6F74612064652070726F6475E7E36F,52657175697369E7E36F206465206D6174657269616973,"0,01","0,00","3,00",30/10/2025 05:30,"44,00",CHAR_CS,100,YES,NO,"19,00","100,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,TIPOOPER,VARCHAR2,,,"1,00",,,N,34,"4,00",'A',"2,00",41,4D,"0,01","0,00","2,00",30/10/2025 05:30,"44,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,OBRIGATORIO,VARCHAR2,,,"1,00",,,Y,35,"3,00",'N',"1,00",4E,4E,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,TIPOOPERENCAD,CHAR,,,"1,00",,,N,36,"4,00",'A',"1,00",41,41,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,OBRIGENCAD,CHAR,,,"1,00",,,N,37,"4,00",'N',"1,00",4E,4E,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,CONFIRMENCAD,CHAR,,,"1,00",,,N,38,"4,00",'S',"1,00",53,53,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,NUMODELOENCAD,NUMBER,,,"22,00","10,00","0,00",Y,39,,,"0,00",,,"0,00","44,00","0,00",30/10/2025 05:30,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TPROEST,CODTIPOPERENCAD,NUMBER,,,"22,00","10,00","0,00",Y,40,,,"0,00",,,"0,00","44,00","0,00",30/10/2025 05:30,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TPROEST,CODPARCENCAD,NUMBER,,,"22,00","10,00","0,00",Y,41,,,"0,00",,,"0,00","44,00","0,00",30/10/2025 05:30,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TPROEST,CODEMPDESTENCAD,NUMBER,,,"22,00","5,00","0,00",Y,42,,,"0,00",,,"0,00","44,00","0,00",30/10/2025 05:30,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TPROEST,CODLOCALDESTENCAD,NUMBER,,,"22,00","10,00","0,00",N,43,"2,00",0,"1,00",80,80,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",,,YES,NO,"2,00","0,00",,NO,YES,FREQUENCY,NO,NO,,,,
SATISTST,TPROEST,TIPOPRODUCAO,CHAR,,,"1,00",,,N,44,"4,00",'A',"1,00",41,41,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,USARPARCTERCENCAD,CHAR,,,"1,00",,,Y,45,"3,00",'N',"1,00",4E,4E,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,KANBAN,CHAR,,,"1,00",,,N,46,"4,00",'N',"1,00",4E,4E,"0,01","0,00","1,00",30/10/2025 05:30,"44,00",CHAR_CS,1,YES,NO,"2,00","1,00",B,NO,YES,FREQUENCY,NO,NO,,,,USING_NLS_COMP
SATISTST,TPROEST,NUNOTAMODELOKANBAN,NUMBER,,,"22,00",,"0,00",Y,47,,,"0,00",,,"0,00","44,00","0,00",30/10/2025 05:30,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
SATISTST,TPROEST,CODTIPOPERKANBAN,NUMBER,,,"22,00",,"0,00",Y,48,,,"0,00",,,"0,00","44,00","0,00",30/10/2025 05:30,,,,YES,NO,"0,00","0,00",,NO,YES,NONE,NO,NO,,,,
,,,,,,"814,00","210,00","0,00",,,"82,00",,"97,00",,,"0,32","704,00","97,00",,"1.408,00",,,,,"99,00","242,00",,,,,,,,,,
