PARCEIRO;CODPARC;NUMNOTA;NUNOTA;DTNEG;VLRTOT;VLRUNIT;AD_CONTRATO;QTDNEG;TOTAL;DESCRPROD;EMPRESA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;965649;7164;26/06/2024 00:00;49.196,00;1,40;;35.140,00;49.196,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;965200;7126;26/06/2024 00:00;80.020,48;1,30;;61.570,00;80.020,48;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;965360;7138;26/06/2024 00:00;53.200,00;1,40;;38.000,00;53.200,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;965468;7160;26/06/2024 00:00;62.898,00;1,10;;57.180,00;62.898,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
852 - GRAOS FORCE SERVICOS LTDA;852;6;7130;26/06/2024 00:00;1.500,00;1.500,00;;1,00;1.500,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
871 - MR MADEIRAS TRATADAS LTDA;871;611;7318;26/06/2024 00:00;1.044,00;1.044,00;;1,00;990,00;USO E CONSUMO-FAZENDA;MARCOS TUBERTINO DE SOUZA e outro(s)
909 - SEVIMOL INDUSTRIA E COMERCIO DE FERRO E ACO LTDA;909;109258;7542;26/06/2024 00:00;190,00;190,00;;1,00;190,00;USO E CONSUMO-FAZENDA;Marcos Tubertino de Souza
110 - COOPERATIVA AGRO PECUARIA DE PATROCINIO LTDA;110;132709;7316;27/06/2024 00:00;110,50;110,50;;1,00;110,50;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89062;7190;27/06/2024 00:00;2.366,00;2.366,00;;1,00;2.366,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89061;7189;27/06/2024 00:00;2.368,00;2.368,00;;1,00;2.368,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89065;7191;27/06/2024 00:00;16.408,00;16.408,00;;1,00;16.408,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4809;7173;27/06/2024 00:00;11.244,80;11.244,80;;1,00;11.244,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4828;7193;27/06/2024 00:00;11.276,80;11.276,80;;1,00;11.276,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4810;7175;27/06/2024 00:00;351,40;351,40;;1,00;351,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4826;7210;27/06/2024 00:00;352,40;352,40;;1,00;352,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;965830;7171;27/06/2024 00:00;36.400,00;1,40;;26.000,00;36.400,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;965840;7172;27/06/2024 00:00;12.936,00;1,40;;9.240,00;12.936,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
857 - A.S.F COMERCIO E LOCACOES LTDA;857;531;7181;27/06/2024 00:00;350,00;350,00;;1,00;350,00;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
34 - POSTOS ALPA LTDA;34;66885;7206;28/06/2024 00:00;1.217,79;5,99;;203,31;3.450,08;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
34 - POSTOS ALPA LTDA;34;66885;7206;28/06/2024 00:00;1.787,02;6,39;;279,66;3.450,08;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
34 - POSTOS ALPA LTDA;34;66885;7206;28/06/2024 00:00;215,79;6,39;;33,77;3.450,08;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
34 - POSTOS ALPA LTDA;34;66885;7206;28/06/2024 00:00;229,48;6,09;;37,68;3.450,08;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
42 - POSTOS ALPA LTDA;42;19459;7205;28/06/2024 00:00;20,00;20,00;;1,00;5.304,54;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
42 - POSTOS ALPA LTDA;42;19459;7205;28/06/2024 00:00;4.126,48;6,09;;677,59;5.304,54;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
42 - POSTOS ALPA LTDA;42;19459;7205;28/06/2024 00:00;1.158,06;5,79;;200,01;5.304,54;COMBUSTIVEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
55 - AGRO-JAPAO COM E REPRESENTACOES DE INSUMOS AGROPEC LTDA;55;178886;7204;28/06/2024 00:00;2.800,00;560,00;;5,00;2.800,00;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89283;7212;28/06/2024 00:00;3.600,00;3.600,00;;1,00;3.600,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89291;7213;28/06/2024 00:00;8.434,80;8.434,80;;1,00;8.434,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89280;7211;28/06/2024 00:00;14.274,00;14.274,00;;1,00;14.274,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
170 - TRANSPORTES RODOVIARIOS VALE DO PIQUIRI LTDA;170;225694;7257;28/06/2024 00:00;9.889,08;9.889,08;;1,00;9.889,08;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;6056;7195;28/06/2024 00:00;54.707,49;1,75;;31.240,00;54.707,49;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;6057;7194;28/06/2024 00:00;62.745,50;1,75;;35.830,00;62.745,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15767;7218;28/06/2024 00:00;89.929,00;2,03;;44.300,00;89.929,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15766;7217;28/06/2024 00:00;121.028,60;2,03;;59.620,00;121.028,60;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
414 - NOVA UNIAO MAQUINAS AGRICOLAS LTDA;414;52870;7183;28/06/2024 00:00;1.250,80;1.250,80;;1,00;1.250,80;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
414 - NOVA UNIAO MAQUINAS AGRICOLAS LTDA;414;2024462;7203;28/06/2024 00:00;100,00;100,00;;1,00;100,00;MANUTENÇÃO;Marcos tubertino de Souza
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;966552;7215;28/06/2024 00:00;72.016,00;1,40;;51.440,00;72.016,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;966539;7214;28/06/2024 00:00;86.814,00;1,40;;62.010,00;86.814,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;966555;7216;28/06/2024 00:00;75.000,00;1,25;;60.000,00;75.000,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
858 - CAROLINA ERICA SAKAZAKI E OUTROS;858;44233264;7199;28/06/2024 00:00;71.496,00;1,20;;59.580,00;71.496,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
859 - SAMSUNG ELETRONICA DA AMAZONIA LTDA;859;2868378;7209;28/06/2024 00:00;8.278,21;4.139,10;;2,00;8.278,21;"NOTE SAMSUNG 15"" C17 NP750XGJ-KG1BR";OURO INDUSTRIA E COMERCIO DE ALIM LTDA
867 - TREVAO MATERIAIS DE CONSTRUCOES LTDA;867;3505;7269;28/06/2024 00:00;357,00;357,00;;1,00;357,00;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
868 - AGROREZENDE LTDA;868;55131;7270;28/06/2024 00:00;429,00;429,00;;1,00;429,00;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89353;7242;29/06/2024 00:00;3.300,00;3.300,00;;1,00;3.300,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89351;7241;29/06/2024 00:00;14.586,00;14.586,00;;1,00;14.586,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89403;7263;29/06/2024 00:00;9.066,60;9.066,60;;1,00;9.066,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89348;7239;29/06/2024 00:00;14.382,00;14.382,00;;1,00;14.382,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89350;7240;29/06/2024 00:00;4.200,00;4.200,00;;1,00;4.200,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
170 - TRANSPORTES RODOVIARIOS VALE DO PIQUIRI LTDA;170;225704;7258;29/06/2024 00:00;9.973,60;9.973,60;;1,00;9.973,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
170 - TRANSPORTES RODOVIARIOS VALE DO PIQUIRI LTDA;170;225705;7259;29/06/2024 00:00;1.040,00;1.040,00;;1,00;1.040,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;6067;7262;29/06/2024 00:00;250.000,00;250.000,00;;1,00;250.000,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4868;7261;29/06/2024 00:00;695,50;695,50;;1,00;695,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4863;7248;29/06/2024 00:00;19.843,20;19.843,20;;1,00;19.843,20;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4861;7251;29/06/2024 00:00;16.460,80;16.460,80;;1,00;16.460,80;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4865;7255;29/06/2024 00:00;12.435,20;12.435,20;;1,00;12.435,20;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4866;7256;29/06/2024 00:00;388,60;388,60;;1,00;388,60;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4864;7253;29/06/2024 00:00;620,10;620,10;;1,00;620,10;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4862;7250;29/06/2024 00:00;514,40;514,40;;1,00;514,40;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
204 - W3 SERVICOS DE TRANSPORTES LTDA;204;4867;7260;29/06/2024 00:00;22.256,00;22.256,00;;1,00;22.256,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15770;7249;29/06/2024 00:00;68.167,40;2,03;;33.580,00;68.167,40;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;966615;7238;29/06/2024 00:00;97.370,00;1,40;;69.550,00;97.370,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;966609;7237;29/06/2024 00:00;54.404,00;1,40;;38.860,00;54.404,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
753 - LUIDAR TINTAS LTDA;753;6758;7279;29/06/2024 00:00;2.154,00;2.154,00;;1,00;2.154,00;USO E CONSUMO-FAZENDA;Marcos tubertino de Souza
872 - TAUA HOTEL E CONVENTION ATIBAIA LTDA;872;417382;7320;29/06/2024 00:00;4.816,78;4.816,78;;1,00;4.816,78;USO E CONSUMO-FAZENDA;Marcos Tubertino de Souza
430 - CRIS ANDERSON ASSESSORIA E CONSULTORIA LTDA;430;29;7264;30/06/2024 00:00;6.808,40;6.808,40;;1,00;6.808,40;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
47 - AILTON RODRIGUES DE OLIVEIRA;47;6744;7275;01/07/2024 00:00;258,00;258,00;;1,00;258,00;USO E CONSUMO-FAZENDA;Marcos Tubertino de Souza
114 - SAGAGEL INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO LTDA;114;2024140;7337;01/07/2024 00:00;999,81;999,81;;1,00;999,81;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
114 - SAGAGEL INDUSTRIA E COMERCIO IMPORTACAO E EXPORTACAO LTDA;114;2024139;7336;01/07/2024 00:00;3.940,20;3.940,20;;1,00;3.940,20;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
134 - ALLAN CORREIA DE SOUZA;134;249;7328;01/07/2024 00:00;1.760,00;440,00;;4,00;1.760,00;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
230 - SERGIO ANTONIO DOS SANTOS 08145439876;230;31;7273;01/07/2024 00:00;1.543,19;1.543,19;;1,00;1.543,19;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
292 - 50.229.016 ELEUSA CIPRIANA;292;11;7265;01/07/2024 00:00;1.200,00;1.200,00;;1,00;1.200,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
304 - IMPERADOR COMERCIO DE CEREAIS LTDA;304;15786;7286;01/07/2024 00:00;113.883,00;2,03;;56.100,00;113.883,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;169;7281;01/07/2024 00:00;20,00;20,00;;1,00;221,50;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;169;7281;01/07/2024 00:00;8,50;0,85;;10,00;221,50;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;169;7281;01/07/2024 00:00;100,00;0,80;;125,00;221,50;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;169;7281;01/07/2024 00:00;17,00;17,00;;1,00;221,50;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;169;7281;01/07/2024 00:00;22,00;22,00;;1,00;221,50;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;169;7281;01/07/2024 00:00;18,00;18,00;;1,00;221,50;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
339 - ANDRE LUIZ RIBEIRO;339;169;7281;01/07/2024 00:00;36,00;3,00;;12,00;221,50;PRODUTO CONSUMO ST;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
457 - JOSUE FERNANDO FAUSTINO;457;24;7266;01/07/2024 00:00;600,00;600,00;;1,00;600,00;SERVIÇO TOMADOS;Marcos tubertino de Souza
494 - MORADA NOVA ACABAMENTOS LTDA;494;3810;7323;01/07/2024 00:00;4.363,00;4.363,00;;1,00;4.363,00;USO E CONSUMO-FAZENDA;Marcos Tubertino de Souza
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967097;7276;01/07/2024 00:00;31.603,00;1,30;;24.310,00;31.603,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967321;7321;01/07/2024 00:00;69.636,00;1,40;;49.740,00;69.636,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967245;7278;01/07/2024 00:00;2.619,00;1,35;;1.940,00;2.619,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967326;7285;01/07/2024 00:00;68.458,50;1,35;;50.710,00;68.458,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967325;7284;01/07/2024 00:00;85.700,04;1,30;;65.940,00;85.700,04;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967322;7283;01/07/2024 00:00;69.133,50;1,35;;51.210,00;69.133,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967319;7280;01/07/2024 00:00;67.500,00;1,35;;50.000,00;67.500,00;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967124;7277;01/07/2024 00:00;34.276,50;1,35;;25.390,00;34.276,50;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2998;7315;02/07/2024 00:00;16,90;16,90;;1,00;397,80;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2998;7315;02/07/2024 00:00;26,50;26,50;;1,00;397,80;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2998;7315;02/07/2024 00:00;315,90;315,90;;1,00;397,80;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
30 - LUCILAINE FONSECA DA COSTA;30;2998;7315;02/07/2024 00:00;38,50;38,50;;1,00;397,80;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
43 - TECHNETT INFORMATICA E PAPELARIA LTDA;43;3089;7376;02/07/2024 00:00;88,00;22,00;;4,00;88,00;PRODUTO CONSUMO TRIBUTADO INTEG.;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
134 - ALLAN CORREIA DE SOUZA;134;202434;7329;02/07/2024 00:00;410,00;410,00;;1,00;410,00;MANUTENÇÃO;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
141 - NOVA BANDA LARGA TELECOMUNICACAO LTDA;141;17;7327;02/07/2024 00:00;119,90;119,90;;1,00;119,90;TELECOMUNICAÇÕES;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89630;7351;02/07/2024 00:00;9.525,00;9.525,00;;1,00;9.525,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89552;7340;02/07/2024 00:00;17.748,50;17.748,50;;1,00;17.748,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89607;7349;02/07/2024 00:00;16.600,50;16.600,50;;1,00;16.600,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89577;7346;02/07/2024 00:00;6.300,00;6.300,00;;1,00;6.300,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89555;7342;02/07/2024 00:00;17.500,00;17.500,00;;1,00;17.500,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89550;7338;02/07/2024 00:00;17.395,35;17.395,35;;1,00;17.395,35;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89562;7343;02/07/2024 00:00;16.779,00;16.779,00;;1,00;16.779,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89608;7350;02/07/2024 00:00;5.600,00;5.600,00;;1,00;5.600,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89604;7347;02/07/2024 00:00;16.593,50;16.593,50;;1,00;16.593,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89632;7352;02/07/2024 00:00;3.500,00;3.500,00;;1,00;3.500,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89553;7341;02/07/2024 00:00;17.923,50;17.923,50;;1,00;17.923,50;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89551;7339;02/07/2024 00:00;19.635,00;19.635,00;;1,00;19.635,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89563;7344;02/07/2024 00:00;6.300,00;6.300,00;;1,00;6.300,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89576;7345;02/07/2024 00:00;16.576,00;16.576,00;;1,00;16.576,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89605;7348;02/07/2024 00:00;5.950,00;5.950,00;;1,00;5.950,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
197 - EBENEZER COMERCIO DE CEREAIS LTDA;197;6088;7333;02/07/2024 00:00;78.783,60;1,58;;49.800,00;78.783,60;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
210 - SANKHYA JIVA TECNOLOGIA E INOVACAO LTDA;210;323073;7330;02/07/2024 00:00;4.570,46;4.570,46;;1,00;4.570,46;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
230 - SERGIO ANTONIO DOS SANTOS 08145439876;230;35;7293;02/07/2024 00:00;4.000,00;4.000,00;;1,00;4.000,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
230 - SERGIO ANTONIO DOS SANTOS 08145439876;230;32;7296;02/07/2024 00:00;3.000,00;3.000,00;;1,00;3.000,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
230 - SERGIO ANTONIO DOS SANTOS 08145439876;230;33;7294;02/07/2024 00:00;400,00;400,00;;1,00;400,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
238 - 28.574.829 ALEXANDRE DANNEMANN PIRES;238;2024142;7331;02/07/2024 00:00;1.130,00;1.130,00;;1,00;1.130,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
558 - DIVINO C OLIVEIRA MECANICA AGRICOLA DE TRATORES;558;2024133;7282;02/07/2024 00:00;1.660,00;1.660,00;;1,00;1.660,00;SERVIÇO TOMADOS;Marcos tubertino de Souza
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967338;7295;02/07/2024 00:00;82.437,86;1,30;;63.430,00;82.437,86;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967456;7312;02/07/2024 00:00;83.711,53;1,30;;64.410,00;83.711,53;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
559 - COOPERATIVA AGRICOLA DE UNAI LTDA;559;967396;7297;02/07/2024 00:00;85.414,09;1,30;;65.720,00;85.414,09;TRIGO EM GRAOS A GRANEL;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
792 - AUTOMATIZACOES SECULO XXI TRATAMENTO DE DADOS S.A.;792;99541;7332;02/07/2024 00:00;289,00;289,00;;1,00;289,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
43 - TECHNETT INFORMATICA E PAPELARIA LTDA;43;202468;7379;03/07/2024 00:00;540,00;540,00;;1,00;540,00;SERVIÇO TOMADOS;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
145 - TRANSPANORAMA TRANSPORTES S.A.;145;89666;7383;03/07/2024 00:00;500,00;500,00;;1,00;500,00;SERVICO DE TRANSPORTE;OURO INDUSTRIA E COMERCIO DE ALIM LTDA
