"ANOPROCESSO";"CHAVE";"DSHABILITACAO";"DTABERTURA";"DTHABILITACAO";"DTHOMOLOGACAO";"DTJULGAMENTO";"EMPRESA";"MODALIDADE";"OBJETO";"PROCESSO";"SITUACAO";"SOLICITANTE";"VALORLICITACAO"
"2026";"";"";"2026-05-29 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição de materiais destinados às atividades esportivas, educativas e de integração nos Núcleos de Apoio Integral à Criança e ao Adolescente (NAICA) e nos Centros Educacionais de Assistência |Integrada ao Idoso (CEAI), Unidades de Atendimento Socioassistencial vinculadas à SMDES  ";"152";"Em andamento";"SECRETARIA MUN DE DESENVOLVIMENTO SOCIAL";""
"2026";"";"";"2026-05-19 00:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição de água mineral em copo de 200ml, para atender a Diretoria de Relações Públicas (Cerimonial) através da Secretaria Municipal de Comunicação Social. ";"151";"Em andamento";"SECRETARIA MUNICIPAL DE COMUNICAÇÃO";""
"2026";"";"";"2026-04-07 00:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação na Ata de Registro de Preços nº 336/2025, por intermédio da Licitação Pregão Eletrônico nº. 52/2026 do Estado de Minas Gerais, SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO. O objeto é a futura ou eventual COMPRA ESTADUAL - MEDICAMENTOS IV . Documentação do processo original disponível no link: https://www1.compras.mg.gov.br/n/procedimentolei14133/consulta/eletronico/visualizar/planejamento/2025/336/1501566";"150";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-07 00:00:00.0";"";"2025-10-15 00:00:00.0";"2025-09-25 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação na Ata de Registro de Preços nº 200/2025, por intermédio da Licitação Pregão Eletrônico nº. 258/2025 do Estado de Minas Gerais, SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO. O objeto é a futura ou eventual COMPRA ESTADUAL - MEDICAMENTOS II. Documentação do processo original disponível no link: https://www1.compras.mg.gov.br/n/procedimentolei14133/consulta/eletronico/visualizar/planejamento/2025/200/1501566";"149";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 1.041.749,44"
"2026";"";"";"";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição de Gás Liquefeito de Petróleo GLP P13 (Botijão 13kg - carga) para consumo conforme demanda e necessidade das Secretarias: de Administração, de Segurança Integrada; do PROCON e da Diretoria de Operações e Manutenção - DOM, através da Secretaria Municipal de Administração. Número gerado ComprasGov: 155/2026.";"148";"Em andamento";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO";""
"2026";"";"";"2026-05-19 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição de cadeira alta para alimentação e cama infantil empilhável a serem fornecidas as Unidades Escolares no âmbito da SME.";"147";"Em andamento";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";""
"2026";"";"";"2026-03-20 00:00:00.0";"";"2025-10-01 00:00:00.0";"2025-09-18 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação na Ata de Registro de Preços nº 61/2025, assinada em 08/10/2025,  por intermédio da Licitação Pregão Eletrônico Registro de Preços nº. 78/2025 da FUNDACAO UBERLANDENSE DO TURISMO ESPORTE E LAZER - FUTEL. O objeto é a futura e eventual contratação de empresa para GÊNEROS ALIMENTÍCIOS (açúcar, chá mate e canela). Documentação do processo original disponível no link:https://weblicitacoes.uberlandia.mg.gov.br/weblicitacoes/f/n/licitacoesdetalhescon?modoJanelaPlc=popup&evento=y&codigoEmpresa=5&licitacao=PE%2078/2025. LINK PCNP: https://pncp.gov.br/app/editais/20260121000180/2025/79";"146";"Concluído";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO";"R$ 19.302,0"
"2026";"";"";"2026-03-20 00:00:00.0";"";"2025-12-08 00:00:00.0";"2025-12-04 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação nas Atas de Registro de Preços nº 82/2025, assinada em 09/10/2025 e Ata de Registro de Preços nº 104/2025, assinada em 09/12/2025,  por intermédio da Licitação Pregão Eletrônico Registro de Preços nº. 68/2025 da FUNDACAO UBERLANDENSE DO TURISMO ESPORTE E LAZER - FUTEL. O objeto é a futura e eventual contratação de empresa para aquisição de materiais de consumo de copa, cozinha e limpeza. Documentação do processo original disponível no link:https://weblicitacoes.uberlandia.mg.gov.br/weblicitacoes/f/n/licitacoesdetalhescon?modoJanelaPlc=popup&evento=y&codigoEmpresa=5&licitacao=PE%2068/2025. LINK PCNP: https://pncp.gov.br/app/editais/20260121000180/2025/67";"144";"Concluído";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO";"R$ 17.647,5"
"2026";"";"";"2026-03-20 00:00:00.0";"";"2025-06-12 00:00:00.0";"2025-05-30 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação na Ata de Registro de Preços nº 30/2025, assinada em 16/06/2025, por intermédio da Licitação Pregão Eletrônico Registro de Preços nº. 19/2025 da FUNDAÇÃO UBERLANDENSE DO TURISMO ESPORTE E LAZER - FUTEL. O objeto é a futura e Eventual contratação de empresa para FORNECIMENTO DE REFLETOR/PROJETOR DE LED. Documentação do processo original disponível no link:https://weblicitacoes.uberlandia.mg.gov.br/weblicitacoes/f/n/licitacoesdetalhescon?modoJanelaPlc=popup&evento=y&codigoEmpresa=5&licitacao=PE%2019/2025. LINK PCNP : https://pncp.gov.br/app/editais/20260121000180/2025/16";"143";"Concluído";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO";"R$ 59.695,2"
"2026";"";"";"2026-03-20 00:00:00.0";"";"2026-02-11 00:00:00.0";"2026-02-04 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação nas Atas de Registro de Preços nº 18/2026, assinada em 12/02/2026, Ata de Registro de Preços nº 19/2026, assinada em 12/02/2026 e  Ata de Registro de Preços nº 20/2026, assinada em 13/02/2026, por intermédio da Licitação Pregão Eletrônico Registro de Preços nº. 73/2025 da FUNDAÇÃO UBERLANDENSE DO TURISMO ESPORTE E LAZER - FUTEL. O objeto é a futura e eventual contratação de empresa para AQUISIÇÃO DE MATERIAIS DE LIMPEZA E HIGIENIZAÇÃO. Documentação do processo original disponível no link:https://weblicitacoes.uberlandia.mg.gov.br/weblicitacoes/f/n/licitacoesdetalhescon?modoJanelaPlc=popup&evento=y&codigoEmpresa=5&licitacao=PE%2073/2025. LINK PCNP : https://pncp.gov.br/app/editais/20260121000180/2025/78";"142";"Concluído";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO";"R$ 970,0"
"2026";"";"";"2026-03-24 00:00:00.0";"";"2026-01-13 00:00:00.0";"2026-01-12 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação da Ata de Registro de Preços nº 007/2026, assinada em 16/01/2026, por intermédio da Licitação Pregão Eletrônico Registro de Preços nº. 106/2025 da FUNDACAO UBERLANDENSE DO TURISMO ESPORTE E LAZER - FUTEL. O objeto é a futura e Eventual contratação de empresa especializada para a LOCAÇÃO DE SANITÁRIOS MÓVEIS (BANHEIROS QUÍMICOS). Documentação do processo original disponível no link:https://weblicitacoes.uberlandia.mg.gov.br/weblicitacoes/f/n/licitacoesdetalhescon?modoJanelaPlc=popup&evento=y&codigoEmpresa=5&licitacao=PE%20106/2025. LINK PCNP: https://pncp.gov.br/app/editais/20260121000180/2025/100";"140";"Concluído";"SECRETARIA MUNICIPAL DE INFRAESTRUTURA";"R$ 631.180,0"
"2026";"";"";"";"";"2026-04-09 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Prestação de serviços para realização das revisões de 50,150, 500, 700 e 1000 horas de uso da Pá Carregadeira Lovol FL938-H, Frota nº 932, Patrimônio nº 342164, em atendimento à Secretaria Municipal de Agronegócio. ";"139";"Concluído";"SECRETARIA MUN DE AGRONEGÓCIO";"R$ 21.573,93"
"2026";"";"";"";"2026-04-08 00:00:00.0";"2026-04-09 00:00:00.0";"2026-04-09 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Contratação de serviços de renovação de 45 certificados digitais do tipo e-CPF, padrão ICP Brasil-A3, com validade de 2 anos compatíveis com os tokens já em posse dos usuários, em atendimento à Secretaria Municipal de Administração. Número da Dispensa no ComprasGov.: 80/2026.";"137";"Concluído";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO";"R$ 1.507,5"
"2026";"";"";"2026-06-16 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"CONCURSO PÚBLICO";"Seleção de melhor proposta arquitetônica, em nível de anteprojeto, destinada à concepção, implantação e integração urbanística e paisagística de um Marco Urbano no Parque do Sabiá, no Munícipio de Uberlãndia MG composto por um Mirante, com Museu Exploratório em atendimento a SEPLAN e Fundação Uberlandense de Turismo, Esporte e Lazer ¿ FUTEL.";"135";"Em andamento";"SECRETARIA MUNICIPAL DE PLANEJAMENTO URB";""
"2026";"";"";"";"";"2026-05-14 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Contratação de profissional para ministrar palestra no 1º Encontro Literário da Biblioteca Municipal de Uberlândia, no dia 28/05/2026, conforme condições e exigências estabelecidas no Termo de Referência. Número do Processo no ComprasGov.: 162/2026.";"134";"Em andamento";"SECRETARIA MUNICIPAL DE CULTURA E TURISMO";"R$ 10.600,0"
"2026";"";"";"";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Contratação de empresa especializada para o fornecimento de grelhas fluviais em aço galvanizado e fornecimento de tela de alumínio tipo mosquiteiro, incluindo a confecção sob medida, em atendimento à Secretaria Municipal de Saúde. Número gerado Compras Gov: 89/2026.";"133";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-22 00:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Serviços de serralheria para adaptação em camas hospitalares, compreendendo confecção e instalação de extensores metálicos, com fornecimento de materiais e mão de obra, em atendimento à S.M. de Saúde. Número da Dispensa no ComprasGov.: 127/2026.";"132";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-03-25 00:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação na Ata de Registro de Preços nº 334/2025, por intermédio da Licitação Pregão Eletrônico nº. 232/2025 do Estado de Minas Gerais, SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO. O objeto é a futura ou eventual aquisição de INSUMOS DE SAÚDE. Documentação do processo original disponível no link: https://www1.compras.mg.gov.br/n/procedimentolei14133/consulta/eletronico/visualizar/planejamento/2025/232/1501566";"131";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-03-26 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Serviços contínuos e ambulatoriais de exames radiológicos, com finalidade diagnóstica para atender a demanda do município de Uberlândia, de acordo com as diretrizes do Sistema único de Saúde - SUS, através da Secretaria Municipal de Saúde. ";"130";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 12.409.402,8"
"2026";"";"";"2026-04-24 00:00:00.0";"";"2026-05-18 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição de arame cobreado para solda,  eletrodo em aço de carbono e tocha para solda, a ser utilizado na fabricação de mobiliário escolar, em atendimento à Secretaria Municipal de Educação. Número gerado Compras Gov : 112/2026";"129";"Concluído";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 2.983,4"
"2026";"";"";"";"";"2026-04-15 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviço de transporte automotivo escolar p/ estudantes, bem como servidores predominantemente da zona rural, nos períodos da manhã, tarde, noite e integral, com fornecimento de mão de obra e veículos, em atendimento à S.M. de Educação. ";"128";"Em andamento";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 1.609.080,0"
"2026";"";"";"2026-05-11 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"(DECISÃO DE SUSPENSA SINE DIE) Contratação de empresa especializada na prestação de serviços de medicina ocupacional e pericial, compreendendo: avaliações médicas ocupacionais (admissionais, periódicas, probatórias, mudança de risco e demissionais); avaliações médico-clínicas e especializadas; avaliação multiprofissional de candidatos com deficiência ¿ PcD; realização de exames complementares, diagnósticos e laboratoriais; emissão de atestado de saúde ocupacional -  ASO, aos servidores públicos da PMU em atendimento a SMA.";"127";"Em andamento";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO";""
"2026";"";"";"2026-06-11 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de equipamentos condicionadores de ar (com diferentes potências), destinados ao atendimento das demandas da SMS de Uberlãndia.";"126";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-03-25 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Serviços de realização de procedimentos com finalidade diagnóstica de acordo com as diretrizes do Sistema único de Saúde, a fim de atender a demanda do Município de Uberlândia e de outras a ele referenciadas, em atendimento à SMS.";"125";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 1.427.940,0"
"2026";"";"";"2026-04-07 00:00:00.0";"2026-04-16 00:00:00.0";"2026-04-17 00:00:00.0";"2026-04-16 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição de Tanque de Higienização de Equipamentos, em atendimento à Secretaria Municipal de Saúde. Nº comprasgov: 82/2026.";"124";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 43.600,0"
"2026";"";"";"2026-05-19 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de material de expediente (material de escritório), destinado ao atendimento das necessidades administrativas das diversas unidades da SMS de Uberlãndia, compreendendo itens de consumo contínuo utilizados nas rotinas administrativas em atendimento a SMS.";"123";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-04-01 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviço de transporte automotivo escolar p/ estudantes com deficiência, nos períodos da manhã, tarde, noite e integral, com fornecimento de mão de obra (condutores e monitor/acompanhante) e veículos, em atendimento à S.M. de Educação. ";"122";"Concluído";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 1.305.600,0"
"2026";"";"";"";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Prestação de serviços em Medicina Física e Reabilitação e Oficina ortopédica às pessoas portadoras de deficiência física nos níveis de média e alta complexidade  para atender a demanda do município de Uberlândia de acordo com as diretrizes do Sistema único de Saúde - SUS, em atendimento à Secretaria Municipal de Saúde. ";"121";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-28 00:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Contratação de empresa de engenharia para execução de obra de reforma da sala de mamografia no Hospital Municipal em Uberlândia/MG, em atendimento à Secretaria Municipal de Saúde. Número gerado ComprasGov: 102/2026.";"120";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-04-10 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Prestação de serviços especializados de instrutoria e consultoria, com capacidade técnica e metodológica, em atendimento à Secretaria Municipal de Desenvolvimento Econômico e Inovação. ";"118";"Em andamento";"SECRETARIA MUN DE DESENV ECONÔMICO E INO";"R$ 778.714,0"
"2026";"";"";"2026-05-11 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Contratação de serviços de confecção placas de identificação veicular no modelo Mercosul em atendimento a SMA.";"117";"Em andamento";"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO";""
"2026";"";"";"";"";"2026-04-24 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviços de pareceristas, para exercerem as atividades de avaliação técnica e de mérito cultural, com emissão de parecer de projetos culturais, em atendimento à Secretaria Municipal de Cultura e Turismo. ";"116";"Em andamento";"SECRETARIA MUNICIPAL DE CULTURA E TURISM";"R$ 226.200,0"
"2026";"";"";"";"";"2026-04-07 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviços como oficineiros para o Projeto ""Oficinas Experimentais  de Arte e Cultura"", do Programa Qualificando Saberes, voltadas para crianças e adultos, nas áreas artísticos-culturais, em atendimento à S.M. de Cultura e Turismo. ";"115";"Em andamento";"SECRETARIA MUNICIPAL DE CULTURA E TURISM";"R$ 125.440,0"
"2026";"";"";"";"";"2026-04-07 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviços como oficineiros para o Projeto ""Oficinas Experimentais  de Arte e Cultura"", do Programa Qualificando Saberes, em atendimento à Secretaria Municipal de Cultura e Turismo.";"114";"Em andamento";"SECRETARIA MUNICIPAL DE CULTURA E TURISM";"R$ 21.120,0"
"2026";"";"";"";"";"2026-04-24 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Prestação de serviços especializados destinados ao planejamento, organização, execução e avaliação da Rodada de Negócios Internacional Brasil Central - Uberlândia 2026, em atendimento à Secretaria de Desenvolvimento Econômico. Número do processo no ComprasGov.: 145/2026.";"113";"Em andamento";"SECRETARIA MUN DE DESENV ECONÔMICO E INOVAÇÃO";"R$ 300.000,0"
"2026";"";"";"";"";"2026-05-07 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Contratação de serviços de curadoria para seleção das obras audiovisuais inscritas no Edital SMCT Nº 15/2026, referente ao 1º Festival A(udi)ovisual de Uberlândia, incluindo atividades de formação, em atendimento à Secretaria Municipal de Cultura.";"112";"Em andamento";"SECRETARIA MUNICIPAL DE CULTURA E TURISM";"R$ 5.000,0"
"2026";"";"";"";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Contratação de empresa especializada para prestação de serviços de treinamento em segurança do trabalho, nos termos da Norma Regulamentadora NR-35 (Trabalho em Altura), em atendimento à Secretaria Municipal de Saúde";"111";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-03-31 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Contratação de serviço público essencial de fornecimento  e distribuição de energia elétrica, na tensão 110/220V, destinado ao atendimento das unidades consumidoras vinculadas ao Parque de Iluminação Pública do Município de Uberlândia/MG, em atendimento à Secretaria Municipal de Serviços Urbanos. Número do processo no ComprasGov.: 81/2026.";"110";"Em andamento";"SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS";"R$ 14.400.000,0"
"2026";"";"";"";"";"2026-03-25 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviços de realização de procedimentos ambulatoriais de fonoaudiologia para atender a demanda do município de Uberlândia de acordo com as diretrizes do Sistema único de Saúde - SUS, em atendimento à Secretaria Municipal de Saúde. ";"109";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 10.303.062,0"
"2026";"";"";"";"";"2026-04-07 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Elaboração de diagnóstico situacional, capacitação sobre Escuta Protegida e desenvolvimento técnico do Plano Municipal Decenal de Enfrentamento às Violências contra Crianças e Adolescentes do município de Uberlândia/MG, em atendimento à SMDS.";"108";"Concluído";"SECRETARIA MUN DE DESENVOLVIMENTO SOCIAL";"R$ 298.600,0"
"2026";"";"";"2026-03-23 00:00:00.0";"";"2026-05-14 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição de cortinas persianas, com todos os acessórios e instalação inclusa, em atendimento à Secretaria Municipal de Desenvolvimento Social. Número gerado ComprasGov 67/2026";"107";"Concluído";"SECRETARIA MUN DE DESENVOLVIMENTO SOCIAL";"R$ 11.429,0"
"2026";"";"";"2026-03-16 08:00:00.0";"";"2025-12-05 00:00:00.0";"2025-12-04 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação da Ata de Registro de Preços nº 00104/2025, assinada em 15/12/2025, por intermédio da Licitação Pregão Eletrônico Registro de Preços nº. 68/2025 da FUNDACAO UBERLANDENSE DO TURISMO ESPORTE E LAZER - FUTEL. O objeto é a futura e eventual contratação de empresa para aquisição de materiais de consumo de copa, cozinha e limpeza. Documentação do processo original disponível no link:https://weblicitacoes.uberlandia.mg.gov.br/weblicitacoes/f/n/licitacoesdetalhescon?modoJanelaPlc=popup&evento=y&codigoEmpresa=5&licitacao=PE%2068/2025. LINK PCNP: https://pncp.gov.br/app/editais/20260121000180/2025/67";"106";"Concluído";"SECRETARIA MUN DE AGRONEGÓCIO";"R$ 4.132,5"
"2026";"";"";"2026-03-13 08:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"O presente processo (PMU) decorre da Participação na Ata de Registro de Preços nº 323/2025, por intermédio da Licitação Pregão Eletrônico nº. 241/2025 do Estado de Minas Gerais, SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO. O objeto é a futura ou eventual aquisição de MEDICAMENTOS I (CBAF). Documentação do processo original disponível no link: https://www1.compras.mg.gov.br/n/procedimentolei14133/consulta/eletronico/visualizar/planejamento/2025/241/1501566";"105";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-04-07 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Verificação de elegibilidade e atendimento de critérios Sociais do Programa Minha Casa Minha Vida - Modalidade FAR, consistindo realização de visitas técnicas sociais a aproximadamente 500 famílias previamente inscritas e selecionadas, através da SMH";"103";"Concluído";"SECRETARIA MUNICIPAL DE HABITAÇÃO";"R$ 350.750,0"
"2026";"";"";"";"";"2026-04-15 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Fornecimento de solução tecnológica através de sistema informatizado visando a coleta, extração e gestão das informações das faturas de energia elétrica, em atendimento às necessidades da Prefeitura Municipal de Uberlândia e ao DMAE, através da SMG. Número do processo no ComprasGov.: 99/2026.";"102";"Em andamento";"SECRETARIA MUNICIPAL DE GOVERNO";"R$ 504.000,0"
"2026";"";"";"";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Contratação dos cursos "" Elaboração de Projetos para o Desenvolvimento de Agentes e Agendas"" e ""Produção e Gestão de Projetos Artísticos"", a se realizar no Centro Municipal de Cultura em agosto de 2026, em atendimento à Secretaria Municipal de Cultura e Turismo.";"101";"Em andamento";"SECRETARIA MUNICIPAL DE CULTURA E TURISMO";""
"2026";"";"";"2026-03-20 00:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição de móveis para escritório, moveis de copa/cozinha e eletrodomésticos, visando à estruturação física e material adequada para acomodação do quadro de servidores e funcionamento das atividades cotidianas da S.M. de Governo, conforme exigências e condições do Termo de Referência. Nº Comprasgov: 64/2026.";"100";"Em andamento";"SECRETARIA MUNICIPAL DE GOVERNO";""
"2026";"";"";"";"";"2026-03-27 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Relocação de parte do terraço com área de 0,50 m² em uma área de trabalho de aproximadamente 94,96 m², no Condomínio Floriano Center, localizado na Av. Floriano Peixoto, nº 615, Centro, em atendimento à S.M. de Trânsito e Transportes. Nº comprasgov: 70/2026.";"99";"Concluído";"SECRETARIA MUNICIPAL DE TRÂNSITO E TRANS";"R$ 207.355,8"
"2026";"";"";"2026-05-27 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual contratação de serviço de acesso à internet via satélite em banda larga, utilizando tecnologia de órbita baixa (LEO), por meio do equipamento Starlink Mini ou equivalente técnico, incluindo fornecimento de equipamento, ativação, suporte técnico e prestação contínua do serviço de conectividade, a ser realizada por meio do Sistema de Registro de Preços em atendimento a SMS.";"98";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-04-01 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Manutenção corretiva emergencial de elevador, com fornecimento de peças, para o elevador da Escola Municipal Profª Stella Saraiva Peano, em atendimento à S.M. de Educação. ";"97";"Concluído";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 11.095,28"
"2026";"";"";"2026-05-27 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"LICITACAO CONCOR. PUBLICA";"Contratação de empresa via ata de registro de preço de engenharia especializada e qualificada, com profissionais habilitados, para OBRAS DE TERRAPLENAGEM, PAVIMENTAÇÃO, REESTRUTURAÇÃO, SINALIZAÇÃO, CONTENÇÕES, DESASSOREAMENTO E DRENAGEM DE VIAS URBANAS EM UBERLANDIA MG  em atendimento a SEINFRA.";"96";"Em andamento";"SECRETARIA MUNICIPAL DE INFRAESTRUTURA";""
