"ANOPROCESSO";"CHAVE";"DSHABILITACAO";"DTABERTURA";"DTHABILITACAO";"DTHOMOLOGACAO";"DTJULGAMENTO";"EMPRESA";"MODALIDADE";"OBJETO";"PROCESSO";"SITUACAO";"SOLICITANTE";"VALORLICITACAO"
"2026";"";"";"";"";"2026-03-17 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Serviço de transporte de passageiros, documentos, pequenos volumes e cargas leves p/ suporte administrativo e pedagógico da S.M. de Educação, nos períodos da manhã, tarde e, eventualmente a noite, com fornecimento de mão de obra e veículos.";"95";"Concluído";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 628.800,0"
"2026";"";"";"2026-05-06 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de Kit de atendimento Pré ¿ Hospitalar  -  APH, destinados à SMS.";"94";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-03-17 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviço de transporte automotivo escolar p/ estudantes com deficiência, nos períodos da manhã, tarde, noite e integral, com fornecimento de mão de obra (condutores e monitor/acompanhante) e veículos, em atendimento à S.M. de Educação. ";"93";"Concluído";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 1.305.600,0"
"2026";"";"";"";"";"2026-03-17 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Realização de show musical ao vivo durante o evento ""Samba do Axé - Dia Nacional das Tradições das Raízes de Matrizes Africanas"", no Centro Municipal de Cultura, a ser realizado no dia 20 de março de 2026, em atendimento à S.M. de Cultura e Turismo. Nº ComprasGov:59/2026.";"91";"Concluído";"SECRETARIA MUNICIPAL DE CULTURA E TURISM";"R$ 12.000,0"
"2026";"";"";"2026-05-20 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição de material de consumo (adaptador display, adaptador USB, cabo HDMI e outros), em atendimento à SMCT.  ";"90";"Em andamento";"SECRETARIA MUNICIPAL DE CULTURA E TURISM";""
"2026";"";"";"";"";"2026-03-13 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Serviços de assessoria e consultoria técnica voltada à estruturação completa, integrada e tecnicamente fundamentada dos elementos necessários à futura licitação destinada à implantação e operação do CCO do Município, em atendimento à SMSU.";"89";"Em andamento";"SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS";"R$ 1.610.000,0"
"2026";"";"";"";"";"2026-03-24 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Relocação de imóvel situado na Rua Cruzeiro dos Peixotos, nº 557, Bairro Nossa Senhora Aparecida, com suas dependências e benfeitorias existentes, para abrigar o Centro de Prevenção a Criminalidade, em atendimento à SMSI.";"87";"Concluído";"SECRETARIA MUN DE SEGURANÇA INTEGRADA";"R$ 169.149,91"
"2026";"";"";"";"";"2026-03-13 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Serviços de postagem de carta com e sem registro e demais serviços, em atendimento à Secretaria Municipal de Saúde. ";"86";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 36.000,0"
"2026";"";"";"2026-05-14 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"LICITACAO CONCOR. PUBLICA";"Contratação semi-integrada de empresa especializada para executar projetos e obras de engenharia para construção de uma unidade de atenção especializada (POLICLÍNICA), em atendimento à SEINFRA/SMS. ";"85";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-03-10 00:00:00.0";"2026-04-01 00:00:00.0";"";"2026-04-01 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição de medicamentos veterinários (creme dermatológico, antibiótico e anti-inflamatório spray e outros), destinados ao atendimento das demandas dos serviços vinculados à S.M. de Saúde. Nº Comprasgov: 54/2026.";"84";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-06-11 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Contratação de serviços de transporte automotivo, com fornecimento de mão de obra (motorista), veículos e insumos em atendimento a SME.";"83";"Em andamento";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";""
"2026";"";"";"2026-05-22 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";" Prestação de serviços de manutenção preventiva, corretiva, reposição  de peças e configuração dos equipamentos / elementos componentes vinculados ao Sistema de Videomonitoramento do Munícipio / Projeto Olho Vivo da PMMG e a Central de Gravação e Monitoramento existente, incluso ainda a locação de  câmaras Speed Dome IP  em atendimento a SESURB.";"79";"Em andamento";"SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS";""
"2026";"";"";"2026-06-03 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição de material de consumo para manutenção de bens imóveis, manutenção de equipamentos, manutenção elétrica e material de proteção e segurança em atendimento a SMCT.";"78";"Em andamento";"SECRETARIA MUNICIPAL DE CULTURA E TURISM";""
"2026";"";"";"2026-05-07 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de equipamentos médicos hospitalares (balança antropométrica infantil, cadeira fixa para obeso, eletrocardiógrafo, e outros) destinados à SMS.";"77";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-05-04 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de materiais médicos hospitalares de uso humano (avental cirúrgico, avental descartável, avental impermeável), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlândia em atendimento a SMS.";"75";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-16 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de materiais médicos hospitalares de uso humano (tira reagente e glicosímetro), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlândia através da SMS.";"74";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-17 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de Preços para Futura e Eventual aquisição de medicamentos de uso humano (ampicilina, betametasona, bicarbonato de sódio), que serão utilizados pelos pacientes atendidos na Rede Municpal de Saúde de Uberlândia em atendimento a SMS.";"73";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-22 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de medicamentos de uso humano (alendronato sódico, clomipramina cloridrato, dexclorfeniramina maleato e outros), que serão utilizados pelos pacientes atendidos na Rede Municipal de Uberlândia através da SMS.";"72";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-03-04 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Serviços emergenciais de conservação e manutenção das áreas urbanas e Distritos (roçagem com tratores) para áreas Central e Norte do município, com fornecimento de mão de obra, mateiriais, maquinários, veículos e equipamentos, em atendimento à SMSU.";"71";"Concluído";"SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS";"R$ 3.388.000,0"
"2026";"";"";"2026-04-14 09:00:00.0";"2026-05-05 00:00:00.0";"2026-05-07 00:00:00.0";"2026-05-05 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição de chapas de ferro laminado em atendimento ao núcleo de sinalização viária da Secretaria Municipal de Trânsito e Transportes.";"70";"Homologado";"SECRETARIA MUNICIPAL DE TRÂNSITO E TRANS";"R$ 58.800,0"
"2026";"";"";"2026-04-24 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de materiais médicos hospitalares de uso humano (cateter periférico, compressa gaze, entre outros), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlãndia através da SMS.";"69";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-05-07 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de medicamentos de uso humano (clobazam 10 mg, colistimetato de sódio, desloratadina 0,5 mg/ml e outros), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlãndia através da SMS.";"68";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-28 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de materiais médicos hospitalares de uso humano (luvas), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlãndia em atendimento a SMS.";"67";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-03-03 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição emergencial de Equipamentos de Proteção Individual, tipo botina com biqueira, para o programa do Centro de Controle de Zoonoses da Secretaria Municipal de Saúde. ";"66";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 33.915,0"
"2026";"";"";"2026-04-06 09:00:00.0";"2026-04-16 00:00:00.0";"2026-04-23 00:00:00.0";"2026-04-16 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição de sal refinado iodado em atendimento à Secretaria Municipal de Educação. ";"65";"Concluído";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 80.352,0"
"2026";"";"";"2026-03-05 00:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Manutenção preventiva, corretiva e instalação de grades de proteção contra pássaros para 2 climatizadores de ar modelo Clima Brisa Apollo, instalados nas dependências do Anexo Agronegócio, localizado na Av. das Gameleiras, nº 10, bairro Planalto. Número gerado ComprasGov: 53/2026.";"64";"Em andamento";"SECRETARIA MUN DE AGRONEGÓCIO";""
"2026";"";"";"2026-03-18 00:00:00.0";"2026-04-01 00:00:00.0";"2026-04-07 00:00:00.0";"2026-04-01 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Contratação de empresa especializada para a prestação de serviço de fornecimento continuado de recargas de gás GLP (13 kg), com entregas parceladas conforme demanda, visando atender as necessidades recorrentes dos setores administrativos e operacionais da S.M. de Agronegócio - SMAGRO - Número Gerado ComprasGov. 65/2026";"63";"Concluído";"SECRETARIA MUN DE AGRONEGÓCIO";"R$ 15.523,65"
"2026";"";"";"";"";"2026-03-09 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Contratação de serviços de renovação de certificados digitais do tipo e-CPF, padrão ICP-Brasil, com validade de trinta e seis meses, compatíveis com os tokens já em posse dos usuários, bem como emissão de certificado digital do tipo e-CNPJ A1, padrão ICP-Brasil, com validade de 12 meses, e formato arquivo (P12/PFX), em atendimento à S.M.de Governo. Número gerado ComprasGov: 45/2026.";"62";"Concluído";"SECRETARIA MUNICIPAL DE FINANÇAS";"R$ 755,0"
"2026";"";"";"";"";"2026-03-02 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviço de transporte automotivo escolar p/ estudantes, bem como servidores predominantemente da zona rural, nos períodos da manhã, tarde, noite e integral, com fornecimento de mão de obra e veículos, em atendimento à S.M. de Educação. ";"61";"Em andamento";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 1.399.200,0"
"2026";"";"";"";"";"2026-02-27 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE CREDENC.";"Prestação de serviço de transporte automotivo escolar p/ estudantes com deficiência, nos períodos da manhã, tarde, noite e integral, com fornecimento de mão de obra (condutores e monitor/acompanhante) e veículos, em atendimento à S.M. de Educação. ";"60";"Em andamento";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 2.611.200,0"
"2026";"";"";"2026-04-28 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de Calçados de Proteção, em atendimento a SMS";"59";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-07 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Fornecimento de Coffee Break em atendimento à Secretaria Municipal de Educação.";"58";"Em andamento";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";""
"2026";"";"";"2026-04-10 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"(DECISÃO DE SUSPENSÃO SINE DIE) Prestação de serviços de monitoramento, segurança eletrônica, videomonitoramento, controle de acesso e proteção perimetral de forma integrada, com fornecimento de soluções completas que englobam a locação, instalação, remanejamento, manutenção preventiva e corretiva dos equipamentos, disponibilização contínua dos dispositivos com atualização tecnológica e aplicações de inteligência artificial sem custos adicionais, além da aquisição e implantação da infraestrutura necessária ao pleno funcionamento do sistema de monitoramento, para atender às demandas de segurança dos equipamentos públicos da administração direta e indireta e assegurar a utilização de inteligência artificial em âmbito municipal. ";"57";"Em andamento";"SECRETARIA MUN DE SEGURANÇA INTEGRADA";""
"2026";"";"";"";"";"2026-03-23 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Manutenção, suporte técnico e atualização de software de sistema de Prontuário Eletrônico, módulo de ""Sistema de Prontuário Eletrônico"" do Sistema FastMedic em funcionamento na rede pública de saúde de Uberlândia, em atendimento à SMS.";"56";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 6.637.000,0"
"2026";"";"";"2026-04-07 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Contratação de serviços de locação de veículos, sem motorista e sem fornecimento de combustível, destinados ao atendimento das demandas da Secretaria Municipal de Saúde de Uberlândia e dos demais Órgãos e Secretarias participantes.";"55";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-06-11 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"LICITACAO CONCOR. PUBLICA";"Concessão onerosa de uso de bem público, com a prestação de serviço de utilidade pública, compreendendo a instalação, operação, gestão e manutenção de RELÓGIOS ELETRÔNICOS DIGITAIS, com o fornecimento, instalação e manutenção de CÂMERAS DE MONITORAMENTO integrada à estrutura dos RELÓGIOS ELETRÔNICOS DIGITAIS, com exclusividade da CONCESSIONÁRIA na exploração publicitária dos RELÓGIOS ELETRÔNICOS DIGITAIS em  atendimento a SETTRAN.";"54";"Em andamento";"SECRETARIA MUNICIPAL DE TRÂNSITO E TRANS";""
"2026";"";"";"2026-05-15 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"LICITACAO CONCOR. PUBLICA";"Contratação Semi-Integrada de Empresa de Engenharia para Execução de Projeto Executivo e Obra do CAPS AD III - Jardim Botânico, em Uberlândia em atendimento à SMS.";"53";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-05-13 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"LICITACAO CONCOR. PUBLICA";"Contratação Semi-integrada de Empresa de Engenharia para Execução de Projeto Executivo e Obra da Unidade Básica de Saúde da Família- UBSF¿ Jardim Botânico em atendimento à SMS/SEINFRA";"52";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-03-25 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Realização de curso de capacitação de manejo de animais silvestres destinado à equipe do Núcleo do Zoológico Municipal de Uberlândia/MG, abrangendo formação teórica remota, atividades práticas presenciais e oficina aplicada, em atendimento à SMGAS.";"51";"Concluído";"SECRETARIA MUN DE GESTÃO AMB E SUSTENTAB";"R$ 41.600,0"
"2026";"";"";"2026-04-10 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição de materiais médicos hospitalares de uso humano (agulha acupuntura, sonda de aspiração traqueal, entre outros), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlândia em atendimento à SMS. ";"50";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-02-24 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Serviços de pesquisa de preço, reserva, emissão, marcação, remarcação, endosso, cancelamento, reembolso, ressarcimento e fornecimento de passagens rodoviárias aos pacientes em TFD, e seus acompanhantes, em atendimento à SMS.";"49";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 697.368,0"
"2026";"";"";"";"";"2026-02-27 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Contratação de produtos e serviços por meio de Pacote de Serviços dos CORREIOS, mediante adesão ao Termo de Condições Comerciais, que permite a compra de produtos e utilização dos serviços exclusivos dos CORREIOS, conforme quantidades e exigências do Termo de Referência. Número gerado ComprasGov 49/2026.";"47";"Concluído";"SECRETARIA MUNICIPAL DE TRÂNSITO E TRANS";"R$ 9.000.000,0"
"2026";"";"";"2026-03-03 00:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Manutenção preventiva e corretiva do elevador instalado no Edifício Sede do PROCON, com utilização de peças, insumos e componentes genuínos do respectivo fabricante, em atendimento à Superintendência de Proteção e Defesa do Consumidor. Nº comprasgov: 50/2026.";"46";"Em andamento";"PROCURADORIA GERAL DO MUNICIPIO";""
"2026";"";"";"";"";"2026-02-13 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Modificação de rede de distribuição aérea urbana c/ substituição de poste e de  transformador, modificação de rede secundária p/ isolada e construção de ramal subterrâneo, em atendimento ao pedido de aumento de carga da UAI Luizote.";"45";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 16.630,7"
"2026";"";"";"";"";"2026-03-10 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Realização de estudos técnicos financeiros, visando à melhoria das capacidades orçamentária, financeira e administrativa do Município de Uberlândia/MG, em atendimento à Procuradoria Geral do Município.";"43";"Em andamento";"PROCURADORIA GERAL DO MUNICIPIO";"R$ 3.494.390,0"
"2026";"";"";"2026-03-31 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Futura e eventual aquisição materiais de uso odontológico em humanos (creme dental, fio dental, entre outros), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlândia. ";"42";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-02-06 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Serviço artístico de locução, no desfile das escolas de samba no Carnaval de Rua de Uberlândia, a realizar-se na Av. Balaiadas, no Bairro Marta Helena, nos dias 14, 15, 16 e 17 de fevereiro de 2026, em atendimento à S.M. de Cultura e Turismo. ";"41";"Concluído";"SECRETARIA MUNICIPAL DE CULTURA E TURISM";"R$ 5.800,0"
"2026";"";"";"2026-04-17 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de equipamento Potencial Evocado Auditivo de Tronco Encefálico  -  Triagem , destinado  ao atendimento das demandas da SMS.";"40";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"2026-02-11 00:00:00.0";"2026-02-11 00:00:00.0";"2026-02-11 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Realização de duas capacitações presenciais e in company voltadas aos temas Planejamento de Auditoria Baseada em Riscos e Elaboração de Relatório de Auditoria, totalizando 32 horas, através da Controladoria-Geral do Município. ";"39";"Concluído";"CONTROLADORIA-GERAL DO MUNICÍPIO";"R$ 40.000,0"
"2026";"";"";"2026-04-17 09:00:00.0";"2026-05-12 00:00:00.0";"2026-05-20 00:00:00.0";"2026-05-12 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Fornecimento de pães, manteiga e leite aos servidores, estagiários e menores aprendizes da Superintendência de Proteção e Defesa do Consumidor ¿ PROCON e da Procuradoria Geral do Município  - PGM.";"38";"Em andamento";"PROCURADORIA GERAL DO MUNICIPIO";"R$ 275.019,0"
"2026";"";"";"2026-04-13 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição dos serviços de instalação de aparelhos de ar condicionado em atendimento a Secretaria Municipal de Saúde. ";"36";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"";"";"2026-02-05 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição emergencial de rodenticida para o programa de Controle de Roedores do Centro de Controle de Zoonoses, em atendimento à Secretaria Municipal de Saúde. ";"35";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 36.099,0"
"2026";"";"";"";"2026-02-23 00:00:00.0";"";"2026-02-23 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Aquisição de placas em aço inox, medidas 60x40(cm), para atos de inauguração, conforme condições  e exigências do Termo de Referência.  Número da Dispensa no ComprasGov.: 40/2026.";"34";"Concluído";"SECRETARIA MUN DE DESENVOLVIMENTO SOCIAL";""
"2026";"";"";"";"";"2026-02-04 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Contratação de serviços de um palestrante  com duração média de 1h e 30min, conforme exigências do Termo de Referência, para formação continuada presencial,  de profissionais da Educação Infantil da Rede Municipal de Educação, em atendimento à S.M. de Educação. Número da Inexigibilidade no portal ComprasGov.: 34/2026.";"33";"Em andamento";"SECRETARIA MUNICIPAL DE EDUCAÇÃO";"R$ 35.000,0"
"2026";"";"";"";"";"2026-03-09 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Realização de revisões de 100, 350, 600, 850 e 1100 horas de uso do trator agrícola LOVOL 754-H de 75 cv com tração 4x4, em atendimento à Secretaria Municipal de Agronegócio. ";"32";"Concluído";"SECRETARIA MUN DE AGRONEGÓCIO";"R$ 18.529,0"
"2026";"";"";"2026-04-27 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de materiais médicos hospitalares de uso humano (absorvente higiênico, campo operatório, entre outros), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlãndia através da SMS.";"31";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-02-13 00:00:00.0";"2026-02-25 00:00:00.0";"";"2026-02-25 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"contratação de serviços de limpeza de reservatório de 28.000 (vinte e oito mil) litros, dedetização e desratização, de forma preventiva e sob demanda, na Superintendência de Proteção e Defesa do Consumidor - Procon, com fornecimento de insumos, conforme exigências e condições do Termo de Referência.  Nº Comprasgov: 41/2026";"30";"Em andamento";"PROCURADORIA GERAL DO MUNICIPIO";""
"2026";"";"";"2026-02-03 00:00:00.0";"";"2026-05-19 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PROCESSO DE DISPENSA";"Confecção de adesivos para veículos das categorias: Escolar, Fretamento, Especial, Táxi, que serão vistoriados em 2026, conforme condições e exigências do Termo de Referência. Número ComprasGov: 32/2026.";"29";"Concluído";"SECRETARIA MUNICIPAL DE TRÂNSITO E TRANS";"R$ 2.835,0"
"2026";"";"";"";"";"2026-02-05 00:00:00.0";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"INEXIGIBILIDADE";"Locação de imóvel situado à Rua Emerenciana Clara de Jesus, 134 - Bairro Granada, pretendida pela S.M. de Saúde, para abrigar as instalações da UBSF Granada I, conforme exigências do Termo de Referência. Número gerado ComprasGov 36/2026";"28";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 156.000,0"
"2026";"";"";"2026-05-05 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de materiais médicos hospitalares (curativos, equipo macrogotas, fralda descartável e outros) de uso humano, que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlãndia através da SMS";"27";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-04-14 09:00:00.0";"";"";"";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Aquisição de medicamentos de uso humano (enoxaparina, fentanila citrato, heparina sódica e outros), que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlândia em atendimento à SMS. ";"26";"Em andamento";"SECRETARIA MUNICIPAL DE SAÚDE";""
"2026";"";"";"2026-03-09 09:00:00.0";"2026-03-31 00:00:00.0";"2026-04-17 00:00:00.0";"2026-03-31 00:00:00.0";"PREFEITURA MUNICIPAL DE UBERLÂNDIA";"PREGÃO ELETRÔNICO";"Registro de preços para futura e eventual aquisição de medicamentos (água destilada, estéril e apirogênica, 5 litros, amicacina sulfato, 50 mg/ml, solução injetável, ampola 2ml e outros) de uso humano, que serão utilizados pelos pacientes atendidos na Rede Municipal de Saúde de Uberlândia em atendimento a SMS.";"25";"Concluído";"SECRETARIA MUNICIPAL DE SAÚDE";"R$ 472.515,0"
